,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
601,CHRYSLER SRT-8,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,17,24,20,6,no,08
602,CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,13,18,15,3,no,08
603,CHRYSLER SRT-8,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,large car,6,13,18,15,3,no,08
604,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,21,30,24,7,yes,08
605,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,midsize car,7,15,24,18,5,no,08
606,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,midsize car,7,16,26,19,5,no,08
607,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,21,30,24,7,yes,08
608,CHRYSLER Sebring,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,21,30,24,7,yes,08
609,CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no,08
610,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,midsize car,6,15,24,18,5,no,08
611,CHRYSLER Sebring,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,midsize car,6,16,26,19,5,no,08
612,CHRYSLER Sebring,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,midsize car,3/3,13/19,20/27,16/22,8/6,no,08
613,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,7,20,29,23,7,yes,08
614,CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,small car,7,16,26,19,5,no,08
615,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,small car,6,20,29,23,7,yes,08
616,CHRYSLER Sebring Convertible,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,20,29,23,7,yes,08
617,CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,small car,6,18,26,21,6,no,08
618,CHRYSLER Sebring Convertible,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,small car,6,16,26,19,5,no,08
619,CHRYSLER Sebring Convertible,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,small car,3/3,13/18,19/26,15/21,7/6,no,08
620,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,minivan,7,17,24,19,5,no,08
621,CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no,08
622,CHRYSLER Town & Country,4.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no,08
623,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,ethanol,FC,minivan,6,11,17,13,6,no,08
624,CHRYSLER Town & Country,3.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,minivan,6,17,24,19,5,no,08
625,CHRYSLER Town & Country,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no,08
626,CHRYSLER Town & Country,4.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no,08
627,DODGE 3500,3.5,,,,Gasoline,FA,special purpose,1,,,,,no,08
628,DODGE 3500,3.5,,,,Gasoline,CA,special purpose,1,,,,,no,08
629,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,7,21,30,24,7,yes,08
630,DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,midsize car,7,15,24,18,5,no,08
631,DODGE Avenger,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,midsize car,7,16,26,19,5,no,08
632,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,FA,midsize car,6,21,30,24,7,yes,08
633,DODGE Avenger,2.4,(4 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,21,30,24,7,yes,08
634,DODGE Avenger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no,08
635,DODGE Avenger,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,midsize car,6,15,24,18,5,no,08
636,DODGE Avenger,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,midsize car,6,16,26,19,5,no,08
637,DODGE Avenger,2.7,(6 cyl),Auto-L4,2WD,ethanol/gas,FA,midsize car,3/3,13/19,20/27,16/22,8/6,no,08
638,DODGE Caliber,2.4,(4 cyl),Auto-AV,4WD,Gasoline,CA,midsize car,7,21,24,22,6,yes,08
639,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,7,21,25,23,7,yes,08
640,DODGE Caliber,2.0,(4 cyl),Auto-AV,2WD,Gasoline,FA,midsize car,6,23,27,24,7,yes,08
641,DODGE Caliber,2.0,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,6,23,27,24,7,yes,08
642,DODGE Caliber,2.4,(4 cyl),Auto-AV,4WD,Gasoline,FA,midsize car,6,21,24,22,6,no,08
643,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,FA,midsize car,6,21,25,23,7,yes,08
644,DODGE Caliber,2.4,(4 cyl),Auto-AV,2WD,Gasoline,CA,midsize car,6,21,25,23,7,yes,08
645,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,CA,minivan,7,17,24,19,5,no,08
646,DODGE Caravan,3.8,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no,08
647,DODGE Caravan,4.0,(6 cyl),Auto-L6,2WD,Gasoline,CA,minivan,7,16,23,18,5,no,08
648,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,ethanol/gas,FC,minivan,6/6,11/17,17/24,13/19,6/5,no,08
649,DODGE Caravan,3.3,(6 cyl),Auto-L4,2WD,Gasoline,FA,minivan,6,17,24,19,5,no,08
650,DODGE Caravan,3.8,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no,08
651,DODGE Caravan,4.0,(6 cyl),Auto-L6,2WD,Gasoline,FA,minivan,6,16,23,18,5,no,08
652,DODGE Challenger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,midsize car,6,13,18,15,3,no,08
653,DODGE Challenger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,midsize car,6,13,18,15,3,no,08
654,DODGE Charger,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,large car,7,15,22,18,5,no,08
655,DODGE Charger,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,large car,7,17,24,20,6,yes,08
656,DODGE Charger,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,7,17,24,20,6,yes,08
657,DODGE Charger,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,large car,7,15,22,18,5,no,08
658,DODGE Charger,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,large car,7,15,23,18,5,no,08
659,DODGE Charger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,18,26,21,6,no,08
660,DODGE Charger,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,large car,6,18,26,21,6,no,08
661,DODGE Charger,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,large car,6,15,22,18,5,no,08
662,DODGE Charger,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,17,24,20,6,no,08
663,DODGE Charger,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,large car,6,17,24,20,6,no,08
664,DODGE Charger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,large car,6,13,18,15,3,no,08
665,DODGE Charger,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,large car,6,13,18,15,3,no,08
666,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,15,20,17,4,no,08
667,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,pickup,7,14,18,15,3,no,08
668,DODGE Dakota,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,14,19,15,3,no,08
669,DODGE Dakota,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,14,19,15,3,no,08
670,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,15,20,17,4,no,08
671,DODGE Dakota,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,pickup,6,16,20,18,5,no,08
672,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,pickup,6,14,18,15,3,no,08
673,DODGE Dakota,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,pickup,6,15,19,16,4,no,08
674,DODGE Dakota,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,6,15,20,17,4,no,08
675,DODGE Dakota,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,pickup,6,16,20,18,5,no,08
676,DODGE Dakota,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,pickup,6,14,18,15,3,no,08
677,DODGE Dakota,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,pickup,6,15,19,16,4,no,08
678,DODGE Dakota,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,pickup,3/3,9/14,12/19,10/15,4/3,no,08
679,DODGE Dakota,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,pickup,3/3,9/14,12/19,10/15,4/3,no,08
680,DODGE Durango,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,14,19,16,4,no,08
681,DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,14,19,15,3,no,08
682,DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,13,17,15,3,no,08
683,DODGE Durango,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,14,19,16,4,no,08
684,DODGE Durango,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,19,15,3,no,08
685,DODGE Durango,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,13,18,15,3,no,08
686,DODGE Durango,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,19,15,3,no,08
687,DODGE Durango,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,SUV,6,13,18,15,3,no,08
688,DODGE Durango,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,SUV,3/3,9/14,12/19,10/15,4/3,no,08
689,DODGE Durango,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,SUV,3/3,9/13,12/17,10/15,4/3,no,08
690,DODGE Magnum,3.5,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,17,24,20,6,yes,08
691,DODGE Magnum,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,17,24,20,6,yes,08
692,DODGE Magnum,3.5,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,15,22,18,5,no,08
693,DODGE Magnum,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FC,SUV,7,15,23,18,5,no,08
694,DODGE Magnum,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FC,SUV,7,15,22,18,5,no,08
695,DODGE Magnum,2.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,18,26,21,6,no,08
696,DODGE Magnum,2.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,18,26,21,6,no,08
697,DODGE Magnum,3.5,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,17,24,20,6,no,08
698,DODGE Magnum,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,17,24,20,6,no,08
699,DODGE Magnum,3.5,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,6,15,22,18,5,no,08
700,DODGE Magnum,6.1,(8 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,13,18,15,3,no,08
701,DODGE Magnum,6.1,(8 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,13,18,15,3,no,08
702,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,7,16,22,18,5,no,08
703,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,7,15,21,17,4,no,08
704,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,16,22,18,5,no,08
705,DODGE Nitro,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,SUV,6,16,22,19,5,no,08
706,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,15,21,17,4,no,08
707,DODGE Nitro,3.7,(6 cyl),Man-6,4WD,Gasoline,FA,SUV,6,16,22,18,5,no,08
708,DODGE Nitro,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,16,22,18,5,no,08
709,DODGE Nitro,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,SUV,6,16,22,19,5,no,08
710,DODGE Nitro,3.7,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,15,21,17,4,no,08
711,DODGE Nitro,3.7,(6 cyl),Man-6,4WD,Gasoline,CA,SUV,6,16,22,18,5,no,08
712,DODGE Nitro,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,6,16,21,18,5,no,08
713,DODGE Nitro,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,6,16,21,18,5,no,08
714,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,14,19,16,4,no,08
715,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,13,18,15,3,no,08
716,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,13,17,15,3,no,08
717,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,FA,pickup,6,14,19,16,4,no,08
718,DODGE RAM 1500,3.7,(6 cyl),Man-6,2WD,Gasoline,FA,pickup,6,16,19,17,4,no,08
719,DODGE RAM 1500,3.7,(6 cyl),Auto-L4,2WD,Gasoline,CA,pickup,6,14,19,16,4,no,08
720,DODGE RAM 1500,3.7,(6 cyl),Man-6,2WD,Gasoline,CA,pickup,6,16,19,17,4,no,08
721,DODGE RAM 1500,4.7,(8 cyl),Man-6,2WD,Gasoline,FA,pickup,6,13,17,14,2,no,08
722,DODGE RAM 1500,4.7,(8 cyl),Man-6,4WD,Gasoline,FA,pickup,6,12,16,14,2,no,08
723,DODGE RAM 1500,4.7,(8 cyl),Man-6,2WD,Gasoline,CA,pickup,6,13,17,14,2,no,08
724,DODGE RAM 1500,4.7,(8 cyl),Man-6,4WD,Gasoline,CA,pickup,6,12,16,14,2,no,08
725,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,2WD,Gasoline,FA,pickup,6,13,19,15,3,no,08
726,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,4WD,Gasoline,FA,pickup,6,13,17,14,2,no,08
727,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,2WD,Gasoline,CA,pickup,6,13,19,15,3,no,08
728,DODGE RAM 1500,5.7,(8 cyl),Auto-L5,4WD,Gasoline,CA,pickup,6,13,17,14,2,no,08
729,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,2WD,ethanol/gas,FA,pickup,3/3,9/13,12/18,10/15,4/3,no,08
730,DODGE RAM 1500,4.7,(8 cyl),Auto-L5,4WD,ethanol/gas,FA,pickup,3/3,9/13,12/17,10/15,4/3,no,08
731,DODGE RAM 1500,5.7,,,2WD,Gasoline,FA,pickup,2,,,,,no,08
732,DODGE RAM 1500,5.7,,,4WD,Gasoline,FA,pickup,2,,,,,no,08
733,DODGE RAM 1500,5.7,,,2WD,Gasoline,CA,pickup,2,,,,,no,08
734,DODGE RAM 1500,5.7,,,4WD,Gasoline,CA,pickup,2,,,,,no,08
735,DODGE RAM 2500,5.7,,,2WD,Gasoline,FA,pickup,2,,,,,no,08
736,DODGE RAM 2500,5.7,,,4WD,Gasoline,FA,pickup,2,,,,,no,08
737,DODGE RAM 2500,5.7,,,,Gasoline,FA,special purpose,2,,,,,no,08
738,DODGE RAM 2500,5.7,,,2WD,Gasoline,CA,pickup,2,,,,,no,08
739,DODGE RAM 2500,5.7,,,4WD,Gasoline,CA,pickup,2,,,,,no,08
740,DODGE RAM 2500,5.7,,,,Gasoline,CA,special purpose,2,,,,,no,08
741,DODGE RAM 2500,6.7,,,2WD,diesel,FA,pickup,2,,,,,no,08
742,DODGE RAM 2500,6.7,,,4WD,diesel,FA,pickup,2,,,,,no,08
743,DODGE RAM 3500,5.7,,,2WD,Gasoline,CA,pickup,1,,,,,no,08
744,DODGE RAM 3500,5.7,,,4WD,Gasoline,CA,pickup,1,,,,,no,08
745,DODGE RAM 3500,5.7,,,,Gasoline,CA,special purpose,1,,,,,no,08
746,DODGE RAM 3500,6.7,,,2WD,diesel,FA,pickup,1,,,,,no,08
747,DODGE RAM 3500,6.7,,,4WD,diesel,FA,pickup,1,,,,,no,08
748,DODGE RAM 3500,5.7,,,2WD,Gasoline,FA,pickup,0,,,,,no,08
749,DODGE RAM 3500,5.7,,,4WD,Gasoline,FA,pickup,0,,,,,no,08
750,DODGE RAM 3500,5.7,,,,Gasoline,FA,special purpose,0,,,,,no,08
751,DODGE Sprinter 2500,3.5,,,,Gasoline,FA,van,3,,,,,no,08
752,DODGE Sprinter 2500,3.5,,,,Gasoline,FA,van,3,,,,,no,08
753,DODGE Sprinter 2500,3.5,,,,Gasoline,CA,van,3,,,,,no,08
754,DODGE Sprinter 2500,3.5,,,,Gasoline,CA,van,3,,,,,no,08
755,DODGE Viper,8.4,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,13,22,16,4,no,08
756,DODGE Viper,8.4,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,13,22,16,4,no,08
757,DODGE Viper Convertible,8.4,(10 cyl),Man-6,2WD,Gasoline,FA,small car,6,13,22,16,4,no,08
758,DODGE Viper Convertible,8.4,(10 cyl),Man-6,2WD,Gasoline,CA,small car,6,13,22,16,4,no,08
759,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Auto-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no,08
760,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Man-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no,08
761,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Auto-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no,08
762,FERRARI 599 GTB Fiorano,5.9,(12 cyl),Man-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no,08
763,FERRARI 612 Scaglietti,5.7,(12 cyl),Auto-6,2WD,Gasoline,FA,midsize car,6,9,16,11,0,no,08
764,FERRARI 612 Scaglietti,5.7,(12 cyl),Man-6,2WD,Gasoline,FA,midsize car,6,10,15,12,0,no,08
765,FERRARI 612 Scaglietti,5.7,(12 cyl),Auto-6,2WD,Gasoline,CA,midsize car,6,9,16,11,0,no,08
766,FERRARI 612 Scaglietti,5.7,(12 cyl),Man-6,2WD,Gasoline,CA,midsize car,6,10,15,12,0,no,08
767,FORD Crown Victoria FFV,4.6,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,large car,6/6,11/15,16/23,13/18,6/5,no,08
768,FORD E150,4.6,,,,Gasoline,FA,van,3,,,,,no,08
769,FORD E150,4.6,,,,Gasoline,FA,van,3,,,,,no,08
770,FORD E150,4.6,,,,Gasoline,CA,van,3,,,,,no,08
771,FORD E150,4.6,,,,Gasoline,CA,van,3,,,,,no,08
772,FORD E150,5.4,,,,Gasoline,FA,van,3,,,,,no,08
773,FORD E150,5.4,,,,Gasoline,FA,van,3,,,,,no,08
774,FORD E150,5.4,,,,Gasoline,CA,van,3,,,,,no,08
775,FORD E150,5.4,,,,Gasoline,CA,van,3,,,,,no,08
776,FORD E150,4.6,,,,Gasoline,FA,van,2,,,,,no,08
777,FORD E150,5.4,,,,Gasoline,FA,van,2,,,,,no,08
778,FORD E150 Club Wagon FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no,08
779,FORD E150 Club Wagon FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no,08
780,FORD E150 FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no,08
781,FORD E150 FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no,08
782,FORD E250,4.6,,,,Gasoline,FA,special purpose,3,,,,,no,08
783,FORD E250,4.6,,,,Gasoline,FA,van,3,,,,,no,08
784,FORD E250,4.6,,,,Gasoline,CA,special purpose,3,,,,,no,08
785,FORD E250,4.6,,,,Gasoline,CA,van,3,,,,,no,08
786,FORD E250,5.4,,,,Gasoline,FA,van,3,,,,,no,08
787,FORD E250,5.4,,,,Gasoline,CA,van,3,,,,,no,08
788,FORD E250,4.6,,,,Gasoline,FA,van,2,,,,,no,08
789,FORD E250,5.4,,,,Gasoline,FA,van,2,,,,,no,08
790,FORD E250 FFV,4.6,,,,ethanol/gas,FA,van,3/3,,,,,no,08
791,FORD E250 FFV,4.6,,,,ethanol/gas,CA,van,3/3,,,,,no,08
792,FORD E350,5.4,,,,Gasoline,FA,special purpose,3,,,,,no,08
793,FORD E350,5.4,,,,Gasoline,FA,van,3,,,,,no,08
794,FORD E350,5.4,,,,Gasoline,FA,van,3,,,,,no,08
795,FORD E350,5.4,,,,Gasoline,CA,special purpose,3,,,,,no,08
796,FORD E350,5.4,,,,Gasoline,CA,van,3,,,,,no,08
797,FORD E350,5.4,,,,Gasoline,CA,van,3,,,,,no,08
798,FORD E350,6.8,,,,Gasoline,FC,van,3,,,,,no,08
799,FORD E350,5.4,,,,Gasoline,FA,van,2,,,,,no,08
800,FORD E350,5.4,,,,Gasoline,FA,van,2,,,,,no,08
801,FORD Edge,3.5,(6 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,16,24,19,5,no,08
802,FORD Edge,3.5,(6 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,15,22,18,5,no,08
803,FORD Edge,3.5,(6 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,16,24,19,5,no,08
804,FORD Edge,3.5,(6 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,15,22,18,5,no,08
805,FORD Escape,2.3,(4 cyl),Man-5,2WD,Gasoline,CA,SUV,7,22,28,24,7,yes,08
806,FORD Escape,2.3,(4 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,20,26,22,6,no,08
807,FORD Escape,2.3,(4 cyl),Man-5,2WD,Gasoline,FA,SUV,6,22,28,24,7,yes,08
808,FORD Escape,2.3,(4 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,19,24,21,6,no,08
809,FORD Escape,2.3,(4 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,20,26,22,6,no,08
810,FORD Escape,2.3,(4 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,19,24,21,6,no,08
811,FORD Escape,3.0,(6 cyl),Auto-L4,2WD,Gasoline,FA,SUV,6,18,24,20,6,no,08
812,FORD Escape,3.0,(6 cyl),Auto-L4,4WD,Gasoline,FA,SUV,6,17,22,19,5,no,08
813,FORD Escape,3.0,(6 cyl),Auto-L4,2WD,Gasoline,CA,SUV,6,18,24,20,6,no,08
814,FORD Escape,3.0,(6 cyl),Auto-L4,4WD,Gasoline,CA,SUV,6,17,22,19,5,no,08
815,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,CA,SUV,9.5,34,30,32,9,yes,08
816,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,CA,SUV,9.5,29,27,28,8,yes,08
817,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,FA,SUV,8,34,30,32,9,yes,08
818,FORD Escape Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,FA,SUV,8,29,27,28,8,yes,08
819,FORD Expedition,5.4,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,12,18,14,2,no,08
820,FORD Expedition,5.4,,,4WD,Gasoline,CA,SUV,7,,,,,no,08
821,FORD Expedition,5.4,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,12,18,14,2,no,08
822,FORD Expedition,5.4,,,4WD,Gasoline,FA,SUV,6,,,,,no,08
823,FORD Explorer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,SUV,7,14,20,16,4,no,08
824,FORD Explorer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,SUV,7,13,19,15,3,no,08
825,FORD Explorer,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,SUV,7,14,20,16,4,no,08
826,FORD Explorer,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,SUV,7,13,19,15,3,no,08
827,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,13,20,16,4,no,08
828,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,SUV,7,13,20,16,4,no,08
829,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,13,19,15,3,no,08
830,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,SUV,7,13,19,15,3,no,08
831,FORD Explorer,4.6,(8 cyl),Auto-L6,2WD,Gasoline,FA,SUV,6,13,20,16,4,no,08
832,FORD Explorer,4.6,(8 cyl),Auto-L6,4WD,Gasoline,FA,SUV,6,13,19,15,3,no,08
833,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,FA,pickup,7,14,20,16,4,no,08
834,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,FA,pickup,7,13,19,15,3,no,08
835,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,2WD,Gasoline,CA,pickup,7,14,20,16,4,no,08
836,FORD Explorer Sport Trac,4.0,(6 cyl),Auto-L5,4WD,Gasoline,CA,pickup,7,13,19,15,3,no,08
837,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,pickup,7,13,20,16,4,no,08
838,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,CA,pickup,7,13,20,16,4,no,08
839,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,pickup,7,13,19,15,3,no,08
840,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,CA,pickup,7,13,19,15,3,no,08
841,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,2WD,Gasoline,FA,pickup,6,13,20,16,4,no,08
842,FORD Explorer Sport Trac,4.6,(8 cyl),Auto-L6,4WD,Gasoline,FA,pickup,6,13,19,15,3,no,08
843,FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,FA,pickup,7,13,17,14,2,no,08
844,FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,FA,pickup,7,13,17,14,2,no,08
845,FORD F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,CA,pickup,7,13,17,14,2,no,08
846,FORD F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,CA,pickup,7,13,17,14,2,no,08
