,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,file_name
1514,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,FA,pickup,5,13,18,15,2,No,18
1515,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,pickup,5,13,17,14,1,No,18
1516,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,pickup,5,13,17,14,1,No,18
1517,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol/Gas,CA,pickup,5,9/13,12/17,10/15,2,No,18
1518,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol/Gas,FA,pickup,5,9/13,12/17,10/15,2,No,18
1519,TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,FA,small car,3,30,35,32,7,Yes,18
1520,TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,CA,small car,3,30,35,32,7,Yes,18
1521,TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,FA,small car,3,30,36,33,8,Yes,18
1522,TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,CA,small car,3,30,36,33,8,Yes,18
1523,VOLKSWAGEN Beetle,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,26,33,29,6,No,18
1524,VOLKSWAGEN Beetle,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,26,33,29,6,No,18
1525,VOLKSWAGEN Beetle Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,26,33,29,6,No,18
1526,VOLKSWAGEN Beetle Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,26,33,29,6,No,18
1527,VOLKSWAGEN Beetle Dune,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,26,34,29,6,No,18
1528,VOLKSWAGEN Beetle Dune,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,26,34,29,6,No,18
1529,VOLKSWAGEN Beetle Dune Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,26,34,29,6,No,18
1530,VOLKSWAGEN Beetle Dune Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,26,34,29,6,No,18
1531,VOLKSWAGEN Golf R,2.0,4.0,AMS-7,4WD,Gasoline,FA,small car,3,22,29,25,5,No,18
1532,VOLKSWAGEN Golf R,2.0,4.0,AMS-7,4WD,Gasoline,CA,small car,3,22,29,25,5,No,18
1533,VOLKSWAGEN Golf R,2.0,4.0,Man-6,4WD,Gasoline,FA,small car,3,21,29,24,5,No,18
1534,VOLKSWAGEN Golf R,2.0,4.0,Man-6,4WD,Gasoline,CA,small car,3,21,29,24,5,No,18
1535,VOLKSWAGEN Jetta,1.4,4.0,Man-5,2WD,Gasoline,FA,small car,3,28,40,33,8,Yes,18
1536,VOLKSWAGEN Jetta,1.4,4.0,Man-5,2WD,Gasoline,CA,small car,3,28,40,33,8,Yes,18
1537,VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,5,28,38,32,7,Yes,18
1538,VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,5,28,38,32,7,Yes,18
1539,VOLKSWAGEN Jetta,1.8,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,24,33,28,6,No,18
1540,VOLKSWAGEN Jetta,1.8,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,24,33,28,6,No,18
1541,VOLKSWAGEN Jetta,2.0,4.0,AMS-6,2WD,Gasoline,CA,small car,7,24,33,27,6,No,18
1542,VOLKSWAGEN Jetta,2.0,4.0,AMS-6,2WD,Gasoline,FA,small car,7,24,33,27,6,No,18
1543,VOLKSWAGEN Passat,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,25,36,29,6,No,18
1544,VOLKSWAGEN Passat,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,25,36,29,6,No,18
1545,VOLKSWAGEN Tiguan,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small SUV,7,22,27,24,5,No,18
1546,VOLKSWAGEN Tiguan,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small SUV,7,22,27,24,5,No,18
1547,VOLKSWAGEN Tiguan 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,21,27,23,5,No,18
1548,VOLKSWAGEN Tiguan 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,7,21,27,23,5,No,18
1549,VOLVO Atlas,3.6,6.0,SemiAuto-8,2WD,Gasoline,CA,small SUV,5,18,25,20,4,No,18
1550,VOLVO Atlas,3.6,6.0,SemiAuto-8,2WD,Gasoline,FA,small SUV,5,18,25,20,4,No,18
1551,VOLVO Atlas 4Motion,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,17,23,19,3,No,18
1552,VOLVO Atlas 4Motion,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,5,17,23,19,3,No,18
1553,VOLVO S60,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,25,36,29,6,No,18
1554,VOLVO S60,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,7,25,36,29,6,No,18
1555,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,22,32,26,5,No,18
1556,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,22,33,26,5,No,18
1557,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,22,32,26,5,No,18
1558,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,22,33,26,5,No,18
1559,VOLVO S60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,22,30,25,5,No,18
1560,VOLVO S60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,22,30,25,5,No,18
1561,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,small car,3,25,36,29,6,No,18
1562,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,small car,3,25,36,29,6,No,18
1563,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,3,22,33,26,5,No,18
1564,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,3,22,33,26,5,No,18
1565,VOLVO S60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small car,1,20,27,22,4,No,18
1566,VOLVO S60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small car,1,20,27,22,4,No,18
1567,VOLVO S90,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,3,24,34,27,6,No,18
1568,VOLVO S90,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,3,24,34,27,6,No,18
1569,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,22,31,25,5,No,18
1570,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,32,26,5,No,18
1571,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,22,31,25,5,No,18
1572,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,32,26,5,No,18
1573,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,23,32,26,5,No,18
1574,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,5,23,32,26,5,No,18
1575,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,5,22,31,25,5,No,18
1576,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,5,22,31,25,5,No,18
1577,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,midsize car,7,26/70,33/72,29/71,10,Elite,18
1578,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,midsize car,7,26/70,33/72,29/71,10,Elite,18
1579,VOLVO V60,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,station wagon,3,25,36,29,6,No,18
1580,VOLVO V60,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,station wagon,3,25,36,29,6,No,18
1581,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22,32,26,5,No,18
1582,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22,33,26,5,No,18
1583,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,3,22,32,26,5,No,18
1584,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,3,22,33,26,5,No,18
1585,VOLVO V60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,3,22,30,25,5,No,18
1586,VOLVO V60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,3,22,30,25,5,No,18
1587,VOLVO V60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,1,20,27,22,4,No,18
1588,VOLVO V60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,1,20,27,22,4,No,18
1589,VOLVO V90,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,station wagon,5,24,34,27,6,No,18
1590,VOLVO V90,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,station wagon,5,24,34,27,6,No,18
1591,VOLVO V90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,22,31,25,5,No,18
1592,VOLVO V90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,5,22,31,25,5,No,18
1593,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,23,31,26,5,No,18
1594,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,5,23,31,26,5,No,18
1595,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,station wagon,5,22,29,25,5,No,18
1596,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,station wagon,5,22,29,25,5,No,18
1597,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,22,28,24,5,No,18
1598,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,5,22,28,24,5,No,18
1599,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,small SUV,5,21,27,23,5,No,18
1600,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,small SUV,5,21,27,23,5,No,18
1601,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small SUV,7,26/60,28/58,26/59,10,Elite,18
1602,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small SUV,7,26/60,28/58,26/59,10,Elite,18
1603,VOLVO XC 90,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,standard SUV,5,22,29,25,5,No,18
1604,VOLVO XC 90,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,standard SUV,5,22,29,25,5,No,18
1605,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,5,22,28,24,5,No,18
1606,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,5,22,28,24,5,No,18
1607,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,5,20,27,23,5,No,18
1608,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,5,20,27,23,5,No,18
1609,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,26/63,30/61,27/62,10,Elite,18
1610,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,26/63,30/61,27/62,10,Elite,18
